#F=N X Y Z
#
100_0002_0077.JPG	444091.954	9143927.349	237.886
100_0002_0078.JPG	444092.022	9143937.213	237.856
100_0002_0079.JPG	444092.096	9143947.071	237.864
100_0002_0080.JPG	444092.112	9143956.898	237.872
100_0002_0081.JPG	444092.220	9143966.811	237.864
100_0002_0082.JPG	444092.226	9143976.724	237.869
100_0002_0083.JPG	444092.227	9143986.560	237.887
100_0002_0084.JPG	444092.341	9143996.286	237.875
100_0002_0085.JPG	444092.348	9144006.141	237.873
100_0002_0086.JPG	444092.379	9144015.956	237.862
100_0002_0087.JPG	444092.425	9144025.866	237.820
100_0002_0101.JPG	444070.005	9144022.185	237.867
100_0002_0102.JPG	444069.967	9144012.355	237.881
100_0002_0103.JPG	444070.108	9144002.485	237.825
100_0002_0104.JPG	444070.009	9143992.654	237.871
100_0002_0105.JPG	444069.843	9143982.818	237.885
100_0002_0106.JPG	444069.806	9143972.969	237.854
100_0002_0107.JPG	444069.876	9143963.182	237.845
100_0002_0108.JPG	444069.786	9143953.426	237.828
100_0002_0109.JPG	444069.663	9143943.525	237.871
100_0002_0110.JPG	444069.638	9143933.753	237.856
